year,title,budget,domgross,intgross,code,budget_2013,domgross_2013,intgross_2013,rated,response,language,country,writer,metascore,imdb_rating,director,released_day,released_month,released,actors,genre,awards,runtime,type,imdb_votes,released_year,Budget,Domestic,International
2009,Pandorum,40000000,10330853.0,17033431.0,2009FAIL,43429264,11216534.0,18493734.0,R,True,"English, Vietnamese, German",Germany,"Travis Milloy (screenplay), Travis Milloy (story), Christian Alvart (story)",28.0,6.8,Christian Alvart,25,September,2009-09-25,"Dennis Quaid, Ben Foster, Cam Gigandet, Antje Traue",Action,,108 min,movie,"96,730",2009,40,10,17
2009,Planet 51,60000000,42194060.0,108996113.0,2009FAIL,65143896,45811424.0,118340524.0,PG,True,"English, Spanish",Spain,"Javier Abad (original idea by), Jorge Blanco (original idea by), Marcos Martínez (original idea by), Ignacio Pérez Dolset (original idea by), Joe Stillman",39.0,6.1,"Jorge Blanco, Javier Abad, Marcos Martínez",20,November,2009-11-20,"Jessica Biel, John Cleese, Gary Oldman, Dwayne Johnson",Animation,2 wins & 4 nominations.,91 min,movie,"33,478",2009,60,42,108
2009,Public Enemies,102500000,97104620.0,210379983.0,2009FAIL,111287489,105429554.0,228416195.0,R,True,English,USA,"Ronan Bennett (screenplay), Michael Mann (screenplay), Ann Biderman (screenplay), Bryan Burrough (book)",70.0,7.0,Michael Mann,1,July,2009-07-01,"James Russo, David Wenham, Christian Stolte, Jason Clarke",Biography,1 win & 10 nominations.,140 min,movie,"1,80,880",2009,102,97,210
2009,Push,38000000,31811527.0,44411527.0,2009PASS,41257801,34538780.0,48218998.0,PG-13,True,"English, Cantonese",USA,David Bourla,36.0,6.1,Paul McGuigan,6,February,2009-02-06,"Colin Ford, Joel Gretsch, Djimon Hounsou, Dakota Fanning",Action,1 win & 2 nominations.,111 min,movie,"74,858",2009,38,31,44
2009,Sherlock Holmes,90000000,209028679.0,498438212.0,2009FAIL,97715844,226949041.0,541170116.0,PG-13,True,"English, French",USA,"Michael Robert Johnson (screenplay), Anthony Peckham (screenplay), Simon Kinberg (screenplay), Lionel Wigram (screen story), Michael Robert Johnson (screen story), Arthur Conan Doyle (characters: Sherlock Holmes,  Dr. Watson)",57.0,7.6,Guy Ritchie,25,December,2009-12-25,"Robert Downey Jr., Jude Law, Rachel McAdams, Mark Strong",Action,Nominated for 2 Oscars. Another 9 wins & 20 nominations.,128 min,movie,"3,46,449",2009,90,209,498
2009,Splice,30000000,17010170.0,22461001.0,2009PASS,32571948,18468479.0,24386618.0,R,True,"English, French",Canada,"Vincenzo Natali (screenplay), Antoinette Terry Bryant (screenplay), Doug Taylor (screenplay), Vincenzo Natali (story), Antoinette Terry Bryant (story)",66.0,5.8,Vincenzo Natali,4,June,2010-06-04,"Adrien Brody, Sarah Polley, Delphine Chanéac, Brandon McGibbon",Horror,3 wins & 19 nominations.,104 min,movie,"66,457",2010,30,17,22
2009,Star Trek,140000000,257730019.0,385680446.0,2009PASS,152002424,279825625.0,418745446.0,PG-13,True,English,USA,"Roberto Orci, Alex Kurtzman, Gene Roddenberry (television series ""Star Trek"")",83.0,8.1,J.J. Abrams,8,May,2009-05-08,"Chris Pine, Zachary Quinto, Leonard Nimoy, Eric Bana",Action,Won 1 Oscar. Another 19 wins & 47 nominations.,127 min,movie,"4,01,643",2009,140,257,385
2009,State of Play,60000000,37017955.0,91445389.0,2009PASS,65143896,40191563.0,99285148.0,PG-13,True,"English, Cantonese",USA,"Matthew Michael Carnahan (screenplay), Tony Gilroy (screenplay), Billy Ray (screenplay), Paul Abbott (television series)",64.0,7.2,Kevin Macdonald,17,April,2009-04-17,"Russell Crowe, Ben Affleck, Rachel McAdams, Helen Mirren",Drama,2 wins & 2 nominations.,127 min,movie,"95,988",2009,60,37,91
2009,Surrogates,80000000,38577772.0,119668350.0,2009FAIL,86858528,41885106.0,129927709.0,PG-13,True,English,USA,"Michael Ferris (screenplay), John D. Brancato (screenplay), Robert Venditti (graphic novel), Brett Weldele (graphic novel)",45.0,6.3,Jonathan Mostow,25,September,2009-09-25,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe",Action,,89 min,movie,"1,28,003",2009,80,38,119
2009,Terminator Salvation,200000000,125322469.0,371628539.0,2009FAIL,217146319,136066564.0,403488847.0,PG-13,True,"English, Italian",USA,"John D. Brancato, Michael Ferris",52.0,6.7,McG,21,May,2009-05-21,"Christian Bale, Sam Worthington, Moon Bloodgood, Helena Bonham Carter",Action,2 wins & 5 nominations.,115 min,movie,"2,19,583",2009,200,125,371
2009,The Blind Side,35000000,255959475.0,305705795.0,2009FAIL,38000606,277903289.0,331914441.0,PG-13,True,English,USA,"John Lee Hancock, Michael Lewis (book)",53.0,7.7,John Lee Hancock,20,November,2009-11-20,"Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head",Biography,Won 1 Oscar. Another 7 wins & 22 nominations.,129 min,movie,"1,54,099",2009,35,255,305
2009,The Boondock Saints II: All Saints Day,8000000,10273187.0,10273187.0,2009FAIL,8685853,11153924.0,11153924.0,R,True,"English, Italian, Spanish",USA,"Troy Duffy (screenplay), Troy Duffy (story), Taylor Duffy (story)",24.0,6.4,Troy Duffy,22,May,2010-05-22,"Sean Patrick Flanery, Norman Reedus, Billy Connolly, Clifton Collins Jr.",Action,,118 min,movie,"42,735",2010,8,10,10
2009,The Box,25000000,15051977.0,26341896.0,2009PASS,27143290,16342407.0,28600229.0,PG-13,True,English,USA,"Richard Kelly (screenplay), Richard Matheson (short story ""Button,  Button"")",47.0,5.6,Richard Kelly,6,November,2009-11-06,"Cameron Diaz, James Marsden, Frank Langella, James Rebhorn",Drama,6 nominations.,115 min,movie,"63,195",2009,25,15,26
2009,The City of Your Final Destination,8300000,493296.0,1353296.0,2009PASS,9011572,535587.0,1469316.0,PG-13,True,"English, Spanish, French",USA,"Ruth Prawer Jhabvala (screenplay), Peter Cameron (novel)",52.0,6.4,James Ivory,24,June,2010-06-24,"Nicholas Blandullo, Sofía Viruboff, James Martin, Omar Metwally",Drama,1 win & 2 nominations.,117 min,movie,"1,911",2010,8,0,1
2009,The Final Destination,40000000,66477700.0,187384627.0,2009PASS,43429264,72176939.0,203449410.0,R,True,English,USA,"Eric Bress, Jeffrey Reddick (characters)",30.0,5.1,David R. Ellis,28,August,2009-08-28,"Bobby Campo, Shantel VanSanten, Nick Zano, Haley Webb",Horror,2 wins & 1 nomination.,82 min,movie,"57,322",2009,40,66,187
2009,The Fourth Kind,10000000,26218170.0,49486874.0,2009PASS,10857316,28465896.0,53729463.0,PG-13,True,"English, Aboriginal",USA,"Olatunde Osunsanmi (screenplay), Olatunde Osunsanmi (story), Terry Robbins (story)",34.0,5.9,Olatunde Osunsanmi,6,November,2009-11-06,"Milla Jovovich, Will Patton, Hakeem Kae-Kazim, Corey Johnson",Mystery,,98 min,movie,"51,167",2009,10,26,49
2009,The Girl with the Dragon Tattoo,90000000,102515793.0,233170238.0,2009FAIL,97715844,111304636.0,253160295.0,R,True,"Swedish, English",Sweden,"Nikolaj Arcel (screenplay), Rasmus Heisterberg (screenplay), Stieg Larsson (novel)",76.0,7.8,Niels Arden Oplev,27,February,2009-02-27,"Michael Nyqvist, Noomi Rapace, Lena Endre, Sven-Bertil Taube",Crime,Won 1 BAFTA Film Award. Another 12 wins & 22 nominations.,152 min,movie,"1,39,363",2009,90,102,233
2009,The Girlfriend Experience,1300000,695840.0,1005840.0,2009FAIL,1411451,755495.0,1092072.0,R,True,"English, French",USA,"David Levien, Brian Koppelman",66.0,5.6,Steven Soderbergh,8,July,2009-07-08,"Sasha Grey, Chris Santos, Philip Eytan, Colby Trane",Drama,,77 min,movie,"11,653",2009,1,0,1
2009,The Good Guy,10000000,100688.0,100688.0,2009PASS,10857316,109320.0,109320.0,R,True,English,USA,Julio DePietro,47.0,5.9,Julio DePietro,19,February,2010-02-19,"Alexis Bledel, Anna Chlumsky, Andrew McCarthy, Scott Porter",Comedy,,90 min,movie,"6,209",2010,10,0,0
2009,The Hangover,35000000,277322503.0,469553471.0,2009FAIL,38000606,301097804.0,509809040.0,R,True,English,USA,"Jon Lucas, Scott Moore",73.0,7.8,Todd Phillips,5,June,2009-06-05,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha",Comedy,Won 1 Golden Globe. Another 6 wins & 17 nominations.,100 min,movie,"4,24,794",2009,35,277,469
2009,The Imaginarium of Doctor Parnassus,30000000,7689607.0,64352607.0,2009FAIL,32571948,8348849.0,69869659.0,PG-13,True,"English, Russian, French",UK,"Terry Gilliam, Charles McKeown",65.0,6.9,Terry Gilliam,8,January,2010-01-08,"Andrew Garfield, Christopher Plummer, Richard Riddell, Katie Lyons",Adventure,Nominated for 2 Oscars. Another 4 wins & 12 nominations.,123 min,movie,"1,04,363",2010,30,7,64
2009,The Informant!,22000000,33316821.0,41771168.0,2009FAIL,23886095,36173125.0,45352277.0,R,True,English,USA,"Scott Z. Burns (screenplay), Kurt Eichenwald (book)",66.0,6.5,Steven Soderbergh,18,September,2009-09-18,"Matt Damon, Lucas McHugh Carroll, Eddie Jemison, Rusty Schwimmer",Comedy,Nominated for 2 Golden Globes. Another 10 nominations.,108 min,movie,"45,367",2009,22,33,41
2009,The Invention of Lying,18500000,18451251.0,32679264.0,2009FAIL,20086035,20033106.0,35480909.0,PG-13,True,English,USA,"Ricky Gervais, Matthew Robinson",58.0,6.4,"Ricky Gervais, Matthew Robinson",2,October,2009-10-02,"Ricky Gervais, Jennifer Garner, Jonah Hill, Louis C.K.",Comedy,1 nomination.,100 min,movie,"77,172",2009,18,18,32
2009,The Last Station,18000000,6617867.0,15696146.0,2009PASS,19543169,7185227.0,17041802.0,R,True,English,Germany,"Michael Hoffman (screenplay), Jay Parini (based on the novel by)",76.0,7.1,Michael Hoffman,15,January,2010-01-15,"Helen Mirren, Christopher Plummer, Paul Giamatti, James McAvoy",Biography,Nominated for 2 Oscars. Another 2 wins & 13 nominations.,112 min,movie,"12,663",2010,18,6,15
2009,The Lovely Bones,95000000,44114232.0,94894448.0,2009PASS,103144502,47896216.0,103029901.0,PG-13,True,English,USA,"Fran Walsh (screenplay), Philippa Boyens (screenplay), Peter Jackson (screenplay), Alice Sebold (novel)",42.0,6.7,Peter Jackson,15,January,2010-01-15,"Mark Wahlberg, Rachel Weisz, Susan Sarandon, Stanley Tucci",Drama,Nominated for 1 Oscar. Another 8 wins & 22 nominations.,135 min,movie,"99,186",2010,95,44,94
2009,The Men Who Stare at Goats,24000000,32428195.0,67348218.0,2009FAIL,26057558,35208316.0,73122088.0,R,True,English,USA,"Peter Straughan (screenplay), Jon Ronson (book)",54.0,6.3,Grant Heslov,6,November,2009-11-06,"George Clooney, Ewan McGregor, Jeff Bridges, Kevin Spacey",Comedy,1 win & 1 nomination.,94 min,movie,"91,483",2009,24,32,67
2009,The Messenger,6500000,1109660.0,1409660.0,2009FAIL,7057255,1204793.0,1530512.0,R,True,"English, Spanish",USA,"Alessandro Camon, Oren Moverman",77.0,7.2,Oren Moverman,19,February,2010-02-19,"Ben Foster, Jena Malone, Eamonn Walker, Woody Harrelson",Drama,Nominated for 2 Oscars. Another 16 wins & 20 nominations.,113 min,movie,"25,002",2010,6,1,1
2009,The Princess and the Frog,105000000,104400899.0,270997378.0,2009PASS,114001818,113351355.0,294230416.0,G,True,"English, French",USA,"Ron Clements (screenplay), John Musker (screenplay), Rob Edwards (screenplay), Ron Clements (story), John Musker (story), Greg Erb (story), Jason Oremland (story), Don Hall (story), E.D. Baker (story), Chris Ure (additional story material), Jared Stern (additional story material), Dean Wellins (additional story material), Will Csaklos (additional source material), Ralph Eggleston (additional source material)",73.0,7.2,"Ron Clements, John Musker",11,December,2009-12-11,"Anika Noni Rose, Bruno Campos, Keith David, Michael-Leon Wooley",Animation,Nominated for 3 Oscars. Another 8 wins & 26 nominations.,97 min,movie,"63,710",2009,105,104,270
2009,The Proposal,40000000,163958031.0,314709717.0,2009FAIL,43429264,178014415.0,341690283.0,PG-13,True,English,USA,Pete Chiarelli,48.0,6.7,Anne Fletcher,19,June,2009-06-19,"Sandra Bullock, Ryan Reynolds, Mary Steenburgen, Craig T. Nelson",Comedy,Nominated for 1 Golden Globe. Another 6 wins & 18 nominations.,108 min,movie,"1,56,129",2009,40,163,314
2009,The Road,25000000,8114270.0,27614270.0,2009FAIL,27143290,8809919.0,29981685.0,R,True,English,USA,"Cormac McCarthy (novel), Joe Penhall (screenplay)",64.0,7.3,John Hillcoat,2,December,2009-12-02,"Viggo Mortensen, Kodi Smit-McPhee, Robert Duvall, Guy Pearce",Adventure,Nominated for 1 BAFTA Film Award. Another 2 wins & 15 nominations.,111 min,movie,"1,37,408",2009,25,8,27
2009,The Secret of Kells,8000000,690290.0,2600916.0,2009FAIL,8685853,749470.0,2823897.0,Not Rated,True,English,France,"Tomm Moore (original story), Fabrice Ziolkowski (screenplay)",81.0,7.6,"Tomm Moore, Nora Twomey",11,February,2009-02-11,"Evan McGuire, Christen Mooney, Brendan Gleeson, Mick Lally",Animation,Nominated for 1 Oscar. Another 7 wins & 5 nominations.,75 min,movie,"14,200",2009,8,0,2
2009,The Soloist,60000000,31720158.0,38454152.0,2009FAIL,65143896,34439578.0,41750888.0,PG-13,True,English,UK,"Susannah Grant (screenplay), Steve Lopez (book)",61.0,6.7,Joe Wright,24,April,2009-04-24,"Jamie Foxx, Robert Downey Jr., Catherine Keener, Tom Hollander",Biography,1 win & 3 nominations.,117 min,movie,"37,156",2009,60,31,38
2009,The Ugly Truth,38000000,88915214.0,205230042.0,2009FAIL,41257801,96538057.0,222824741.0,R,True,English,USA,"Nicole Eastman (screenplay), Karen McCullah (screenplay), Kirsten Smith (screenplay), Nicole Eastman (story)",28.0,6.5,Robert Luketic,24,July,2009-07-24,"Katherine Heigl, Gerard Butler, Bree Turner, Eric Winter",Comedy,1 win & 4 nominations.,96 min,movie,"1,17,119",2009,38,88,205
2009,The Unborn,16000000,42670410.0,78208812.0,2009PASS,17371706,46328612.0,84913778.0,PG-13,True,"English, Hebrew",USA,David S. Goyer,30.0,4.7,David S. Goyer,9,January,2009-01-09,"Odette Annable, Gary Oldman, Cam Gigandet, Meagan Good",Horror,1 nomination.,88 min,movie,"34,140",2009,16,42,78
2009,The Young Victoria,35000000,11001272.0,31878891.0,2009PASS,38000606,11944429.0,34611919.0,PG,True,"English, German",UK,Julian Fellowes,64.0,7.3,Jean-Marc Vallée,6,March,2009-03-06,"Emily Blunt, Rupert Friend, Paul Bettany, Miranda Richardson",Biography,Won 1 Oscar. Another 9 wins & 13 nominations.,105 min,movie,"32,219",2009,35,11,31
2009,Transformers: Revenge of the Fallen,210000000,402111870.0,836519699.0,2009PASS,228003635,436585563.0,908235868.0,PG-13,True,"English, Spanish",USA,"Ehren Kruger, Roberto Orci, Alex Kurtzman",35.0,6.0,Michael Bay,24,June,2009-06-24,"Shia LaBeouf, Megan Fox, Josh Duhamel, Tyrese Gibson",Action,Nominated for 1 Oscar. Another 6 wins & 19 nominations.,150 min,movie,"2,38,240",2009,210,402,836
2009,Up,175000000,293004164.0,731542621.0,2009FAIL,190003029,318123879.0,794258938.0,PG,True,English,USA,"Pete Docter (story), Bob Peterson (story), Thomas McCarthy (story), Bob Peterson (screenplay), Pete Docter (screenplay)",88.0,8.3,"Pete Docter, Bob Peterson",29,May,2009-05-29,"Edward Asner, Christopher Plummer, Jordan Nagai, Bob Peterson",Animation,Won 2 Oscars. Another 53 wins & 37 nominations.,96 min,movie,"4,25,485",2009,175,293,731
2009,Up in the Air,30000000,83823381.0,166842739.0,2009FAIL,32571948,91009693.0,181146433.0,R,True,English,USA,"Walter Kirn (novel), Jason Reitman (screenplay), Sheldon Turner (screenplay)",83.0,7.5,Jason Reitman,23,December,2009-12-23,"George Clooney, Vera Farmiga, Anna Kendrick, Jason Bateman",Drama,Nominated for 6 Oscars. Another 64 wins & 66 nominations.,109 min,movie,"2,19,085",2009,30,83,166
2009,Watchmen,138000000,107509799.0,184068357.0,2009FAIL,149830960,116726786.0,199848831.0,R,True,English,USA,"David Hayter (screenplay), Alex Tse (screenplay), Dave Gibbons (graphic novel illustrator)",56.0,7.6,Zack Snyder,6,March,2009-03-06,"Malin Akerman, Billy Crudup, Matthew Goode, Jackie Earle Haley",Action,5 wins & 11 nominations.,162 min,movie,"3,00,569",2009,138,107,184
2009,Whatever Works,15000000,5306706.0,35106706.0,2009FAIL,16285974,5761658.0,38116460.0,PG-13,True,English,USA,Woody Allen,45.0,7.2,Woody Allen,1,July,2009-07-01,"Larry David, Adam Brooks, Lyle Kanouse, Michael McKean",Comedy,1 win.,92 min,movie,"45,912",2009,15,5,35
2009,Where the Wild Things Are,100000000,77233467.0,99123656.0,2009FAIL,108573160,83854815.0,107621685.0,PG,True,English,USA,"Spike Jonze (screenplay), Dave Eggers (screenplay), Maurice Sendak (book)",71.0,6.8,Spike Jonze,16,October,2009-10-16,"Max Records, Pepita Emmerichs, Max Pfeifer, Madeleine Greaves",Adventure,Nominated for 1 Golden Globe. Another 5 wins & 25 nominations.,101 min,movie,"73,809",2009,100,77,99
2009,Whip It,15000000,13043363.0,18856151.0,2009PASS,16285974,14161591.0,20472719.0,PG-13,True,English,USA,"Shauna Cross (screenplay), Shauna Cross (novel)",68.0,6.9,Drew Barrymore,2,October,2009-10-02,"Sarah Habel, Shannon Eagen, Edward Austin Kelly, Mary Callaghan Lynch",Drama,1 nomination.,111 min,movie,"45,316",2009,15,13,18
2009,Whiteout,35000000,10275638.0,12254746.0,2009PASS,38000606,11156585.0,13305365.0,R,True,"English, Russian",USA,"Jon Hoeber (screenplay), Erich Hoeber (screenplay), Chad Hayes (screenplay), Carey Hayes (screenplay), Greg Rucka (graphic novel), Steve Lieber (graphic novel)",,5.5,Dominic Sena,11,September,2009-09-11,"Kate Beckinsale, Gabriel Macht, Tom Skerritt, Columbus Short",Action,,101 min,movie,"26,994",2009,35,10,12
2009,X-Men Origins: Wolverine,150000000,179883157.0,374825760.0,2009FAIL,162859739,195304827.0,406960171.0,PG-13,True,English,USA,"David Benioff (screenplay), Skip Woods (screenplay)",40.0,6.8,Gavin Hood,1,May,2009-05-01,"Hugh Jackman, Liev Schreiber, Danny Huston, Will i Am",Action,3 wins & 13 nominations.,107 min,movie,"2,27,155",2009,150,179,374
2009,Youth in Revolt,18000000,15285588.0,19685588.0,2009FAIL,19543169,16596046.0,21373265.0,R,True,"English, French",USA,"Gustin Nash (screenplay), C.D. Payne (novel)",63.0,6.5,Miguel Arteta,8,January,2010-01-08,"Michael Cera, Portia Doubleday, Jean Smart, Zach Galifianakis",Comedy,1 win.,90 min,movie,"53,832",2010,18,15,19
2009,Zombieland,23600000,75590286.0,102236596.0,2009PASS,25623266,82070762.0,111001503.0,R,True,English,USA,"Rhett Reese, Paul Wernick",73.0,7.8,Ruben Fleischer,2,October,2009-10-02,"Jesse Eisenberg, Woody Harrelson, Emma Stone, Abigail Breslin",Comedy,5 wins & 9 nominations.,88 min,movie,"2,75,243",2009,23,75,102
2008,21,35000000,81159365.0,157852532.0,2008PASS,37878971,87835235.0,170836899.0,PG-13,True,English,USA,"Peter Steinfeld (screenplay), Allan Loeb (screenplay), Ben Mezrich (book)",48.0,6.8,Robert Luketic,28,March,2008-03-28,"Jim Sturgess, Kevin Spacey, Kate Bosworth, Aaron Yoo",Crime,1 win & 5 nominations.,123 min,movie,"1,57,405",2008,35,81,157
2008,Appaloosa,20000000,20211394.0,27735474.0,2008FAIL,21645126,21873909.0,30016892.0,R,True,"English, Apache languages, Spanish",USA,"Robert Knott (screenplay), Ed Harris (screenplay), Robert B. Parker (novel)",64.0,6.8,Ed Harris,3,October,2008-10-03,"Robert Jauregui, Jeremy Irons, Timothy V. Murphy, Luce Rains",Crime,2 wins.,115 min,movie,"43,411",2008,20,20,27
2008,Australia,130000000,49554002.0,215080810.0,2008FAIL,140693320,53630131.0,232772564.0,PG-13,True,"English, Aboriginal, Chinese, Japanese",Australia,"Stuart Beattie (screenplay), Baz Luhrmann (screenplay), Ronald Harwood (screenplay), Richard Flanagan (screenplay), Baz Luhrmann (story)",53.0,6.6,Baz Luhrmann,26,November,2008-11-26,"Shea Adams, Eddie Baroo, Ray Barrett, Tony Barry",Adventure,Nominated for 1 Oscar. Another 10 wins & 27 nominations.,165 min,movie,"85,411",2008,130,49,215
2008,Baby Mama,30000000,60494212.0,64391484.0,2008PASS,32467689,65470243.0,69688090.0,PG-13,True,English,USA,Michael McCullers,55.0,6.1,Michael McCullers,25,April,2008-04-25,"Amy Poehler, Tina Fey, Greg Kinnear, Dax Shepard",Comedy,1 win & 4 nominations.,99 min,movie,"28,096",2008,30,60,64
2008,Be Kind Rewind,20000000,11175164.0,30894247.0,2008FAIL,21645126,12094392.0,33435494.0,PG-13,True,English,UK,Michel Gondry,52.0,6.4,Michel Gondry,22,February,2008-02-22,"Jack Black, Mos Def, Danny Glover, Mia Farrow",Comedy,2 nominations.,102 min,movie,"70,667",2008,20,11,30
2008,Bedtime Stories,80000000,110101975.0,218357961.0,2008PASS,86580505,119158557.0,236319281.0,PG,True,English,USA,"Matt Lopez (screenplay), Tim Herlihy (screenplay), Matt Lopez (story)",33.0,6.1,Adam Shankman,25,December,2008-12-25,"Adam Sandler, Keri Russell, Guy Pearce, Russell Brand",Comedy,2 wins & 5 nominations.,99 min,movie,"57,257",2008,80,110,218
2008,Blindness,25000000,3073392.0,20052958.0,2008PASS,27056408,3326198.0,21702440.0,R,True,"English, Japanese",Canada,"José Saramago (novel), Don McKellar (screenplay)",45.0,6.6,Fernando Meirelles,3,October,2008-10-03,"Yûsuke Iseya, Jason Bermingham, Eduardo Semerjian, Don McKellar",Drama,12 wins & 18 nominations.,121 min,movie,"49,716",2008,25,3,20
